Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Streams,Playlist_count,Playlist_reach,Popularity,Explicit Track
Angry,Angry,The Rolling Stones,2023-06-09 00:00:00,"3,953",21.5,31185560,10629,9924829,0.0,0
SWEET / I THOUGHT YOU WANTED TO DANCE,CALL ME IF YOU GET LOST,"Tyler, The Creator",Unknown,"3,947",21.5,269671235,93761,9361340,69.0,1
Yes I'm A Mess,Yes I'm A Mess,AJR,Unknown,"3,948",21.5,43940810,6918,9962020,0.0,1
Try,NRJ Hit List 2012 Vol 2,P!nk,2012-01-01 00:00:00,"3,955",21.5,662971898,94974,33907759,74.0,0
Saiyaan Ji,Saiyaan Ji,Yo Yo Honey Singh,Unknown,"3,942",21.5,39793463,5646,1398949,48.0,0
VVS Switch,VVS Switch,Pressure 9X19,2023-10-10 00:00:00,"3,929",21.5,44343451,5241,2934957,0.0,1
Can I Call You Tonight?,Can I Call You Tonight?,Dayglow,Unknown,"3,930",21.5,596164214,158639,32332004,71.0,0
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,Unknown,"3,931",21.5,1879386440,295491,96032046,80.0,1
DISPO,DISPO,KAROL G,2023-10-08 00:00:00,"3,952",21.5,113567783,11700,10018246,68.0,1
Obsessed,Obsessed,Riar Saab,Unknown,"3,972",21.4,161366691,18781,6151558,64.0,0
Here We Go (Uh Oh),Here We Go (Uh Oh),Coco Jones,2024-03-05 00:00:00,"3,978",21.4,3459469,675,18922968,0.0,0
Madrid City,Madrid City,Ana Mena,Unknown,"3,966",21.4,64860954,8481,12819927,0.0,0
Bring It on Home to Me,Soul Essentials : Chill With the Legendary Voices of Soul Music,Sam Cooke,Unknown,"3,990",21.4,293683495,2,12,0.0,0
Ropa Cara,Ropa Cara,Camilo,Unknown,"3,979",21.4,185362995,19981,3838967,50.0,0
Straightenin,Straightenin,Migos,Unknown,"3,968",21.4,135665686,61959,9905843,51.0,1
Percher ,Las Canciones De La Granja De Zen  n Vo,El Reino Infantil,Unknown,"3,988",21.4,17238604,1581,439901,49.0,0
Bring Me To Life,Fallen,Evanescence,2003-01-01 00:00:00,"3,963",21.4,1129346989,229491,68545536,79.0,0
Espectacular,Espectacular - Single,Sky Rompiendo,Unknown,"3,971",21.4,29254420,3415,44650919,0.0,0
Me Gusta,Me Gusta,Shakira,Unknown,"3,991",21.4,353815769,49237,19452357,61.0,0
Middle,Middle,DJ Snake,Unknown,"3,974",21.4,1068023888,136601,31036842,70.0,0
Ron Artest,Ron Artest,Babyface Ray,2023-08-02 00:00:00,"3,973",21.4,63725545,28846,5713050,65.0,1
El Patito Juan,La Hormiguita Hippie,Biper Y Sus Amigos,Unknown,"3,969",21.4,29422741,3040,672003,54.0,0
Different 'Round Here,Different 'Round Here,Riley Green,2023-11-05 00:00:00,"3,980",21.4,74806048,9014,9899290,60.0,0
Jumpshot,Sunday,Dawin,Unknown,"3,976",21.4,71345247,8334,1543930,45.0,0
Mockingbird,Encore (Deluxe),Eminem,2004-12-11 00:00:00,"3,983",21.4,1680919413,293385,44640604,82.0,1
Drift Night,Drift Night,Alfianie,Unknown,"3,967",21.4,218621,137,18188,29.0,0
Asesina,Asesina,Brytiago,2018-01-05 00:00:00,"3,982",21.4,362670547,33711,5993578,62.0,1
Jennifer's Body,A Great Chaos,Ken Carson,Unknown,"3,986",21.4,53163000,24166,3988753,0.0,1
In Da Club,Q-music Top 500 Van Deze Eeuw - 2011,50 Cent,Unknown,"3,981",21.4,10163724,11,111,0.0,0
bread & butter,bread & butter - Single,Gunna,2023-02-06 00:00:00,"3,977",21.4,50098085,29986,3865630,54.0,1
            ,            ,Aimer,2021-06-12 00:00:00,"3,975",21.4,227696852,34276,6961653,63.0,0
Smile (with The Weeknd),Legends Never Die,Juice WRLD,2020-10-07 00:00:00,"3,984",21.4,463970393,92879,13210421,62.0,1
XXL,EL CHAVO,UZI,2022-09-09 00:00:00,"3,962",21.4,70664645,13324,1760479,58.0,1
Yes or No,GOLDEN,Jung Kook,2023-03-11 00:00:00,"3,970",21.4,167384917,7556,4756460,0.0,0
Entrapreneur,Entrapreneur,Central Cee,Unknown,"3,987",21.4,27850857,13873,8249759,0.0,1
Show Me How,Show Me How - Single,Men I Trust,Unknown,"3,965",21.4,466462034,145278,21911416,20.0,0
Pour It Up,Unapologetic (Edited Version),Rihanna,2012-01-01 00:00:00,"3,964",21.4,417616725,59548,22751107,64.0,1
MONEY AND VIBES,MONEY AND VIBES,Nemzzz,Unknown,"3,985",21.4,35900099,17596,1306168,0.0,1
Macarena (Bayside Boys Remix) (Remasterizado),Viva el Verano (Remasterizado 2022),Los Del Rio,Unknown,"3,989",21.4,0,0,0,0.0,0
Love Is Gone - Acoustic,Love Is Gone (Acoustic),SLANDER,Unknown,"3,993",21.3,486647778,83294,21025597,71.0,0
Yak    ,Yak    ,K  ,Unknown,"4,017",21.3,63563583,3408,7197789,69.0,0
Por las Noches (Remix),Por las Noches (Remix) - Single,Peso Pluma,Unknown,"4,023",21.3,129370457,14028,4216550,62.0,0
TABU.,TABU.,Yung Yury,Unknown,"4,009",21.3,110533607,40021,4746927,63.0,0
Toxic,Toxic,YG,2022-12-08 00:00:00,"4,006",21.3,36861625,18739,2015690,48.0,1
"Hua Main (From ""ANIMAL"")","Hua Main (From ""ANIMAL"")",Raghav Chaitanya,2023-11-10 00:00:00,"4,004",21.3,97393603,4072,7100504,0.0,0
Patadas de Ahogado / LATIN MAFIA - Rework,Patadas de Ahogado / LATIN MAFIA (Rework),HUGEL,2024-01-03 00:00:00,"4,012",21.3,30377279,7417,41642055,0.0,0
Av  ,Av  ,Lucky Brown,2024-03-05 00:00:00,"4,020",21.3,12589295,889,15385715,69.0,1
Solid (feat. Drake),Slime Language 2,Young Stoner Life,Unknown,"3,992",21.3,277393068,103470,22919370,61.0,1
Joro,Joro,Wizkid,Unknown,"4,005",21.3,117819788,59052,4339220,59.0,0
House Of Lies,House Of Lies,Ikka,Unknown,"4,013",21.3,5200791,137,2965343,42.0,0
Stop Breathing,Whole Lotta Red,Playboi Carti,Unknown,"4,002",21.3,178750521,76739,7135729,66.0,1
The Rapture Pt.III,The Rapture Pt.III - Single,&ME,2023-09-06 00:00:00,"4,016",21.3,34601626,34272,14914861,65.0,0
all the good girls go to hell,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Unknown,"4,008",21.3,640099263,74072,22449798,68.0,0
Hate You,GOLDEN,Jung Kook,2023-03-11 00:00:00,"4,021",21.3,104618147,5815,3269253,0.0,0
Spell,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,Unknown,"3,998",21.3,9866591,621,1236012,0.0,0
Chase It (Mmm Da Da Da),Chase It (Mmm Da Da Da),Bebe Rexha,Unknown,"3,995",21.3,6958248,1226,59656421,0.0,0
M  ,M  ,Nio Garcia,Unknown,"4,015",21.3,76516847,14310,2814938,48.0,1
So Fine,So Fine,Realest Cram,2023-08-07 00:00:00,"3,996",21.3,52265945,3957,3289713,62.0,1
My Universe,My Universe - Single,Coldplay,Unknown,"3,994",21.3,0,0,0,0.0,0
Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,2016-01-04 00:00:00,"4,003",21.3,1102322992,191719,29522697,79.0,1
505,Favourite Worst Nightmare,Arctic Monkeys,Unknown,"3,999",21.3,1660504577,315657,60158552,80.0,0
Banco do Carona,Banco do Carona,Mc Don Juan,Unknown,"4,019",21.3,71078859,9468,8189292,60.0,0
DISCOTEKA (feat. Locura Mix),DISCOTEKA (feat. Locura Mix),The La Planta,Unknown,"4,001",21.3,89073254,15308,4179773,60.0,0
thanK you aIMee,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,Unknown,"4,018",21.3,65809859,1728,11038428,0.0,1
I Get The Bag (feat. Migos),I Get The Bag (feat. Migos),Gucci Mane,Unknown,"4,022",21.3,554022596,98431,18605080,64.0,1
Terre Pyaar Mein,Terre Pyaar Mein,Himesh Reshammiya,Unknown,"3,997",21.3,7762464,955,135906,40.0,0
Colors,Colors,Black Pumas,Unknown,"4,014",21.3,215492373,91317,9796420,67.0,0
Lifetime,Lifetime,Tobiahs,2024-12-01 00:00:00,"4,010",21.3,33401958,9093,38460085,0.0,0
Numero Uno,Numero Uno,Dan-E-MC,Unknown,"4,007",21.3,1224,3,695,0.0,0
What's My Name?,Loud (Japan Version),Rihanna,2010-01-01 00:00:00,"4,011",21.3,520418822,88906,32859163,69.0,0
Flowers,Flowers,Lauren Spencer Smith,Unknown,"4,000",21.3,260183209,36176,9276256,65.0,1
Nikle Currant,Nikle Currant,Jassie Gill,2018-12-10 00:00:00,"4,047",21.2,38630486,5868,1823835,52.0,0
Stir Fry,Stir Fry,Migos,Unknown,"4,033",21.2,680431508,107585,23414054,68.0,1
"Bitch, Don   t Kill M","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012-01-01 00:00:00,"4,037",21.2,721771477,182518,23222997,67.0,1
DOLLAZ ON MY HEAD (feat. Young Thug),WUNNA,Gunna,Unknown,"4,035",21.2,390498074,113725,17440703,64.0,1
Pollito Amarillito,"Gallina Pintadita, Vol. 1",Gallina Pintadita,2015-04-09 00:00:00,"4,045",21.2,36465157,3570,744604,58.0,0
7 Summers,7 Summers,Morgan Wallen,Unknown,"4,038",21.2,433429705,47966,7954524,73.0,0
Lollipop - Remix,Lollipop (Remix),Darell,Unknown,"4,044",21.2,50761385,6296,38839254,0.0,1
Wrong,Wrong,Luh Kel,2019-05-04 00:00:00,"4,052",21.2,279660513,39887,4756079,60.0,0
You're Somebody Else,Nothing Lasts Forever (And It's Fine),flora cash,Unknown,"4,025",21.2,473059298,108732,25587455,62.0,0
BOTH,BOTH,Ti  ,Unknown,"4,048",21.2,60776379,15554,30777157,0.0,0
River,Endless Summer Vacation,Miley Cyrus,2023-10-03 00:00:00,"4,032",21.2,132653623,15227,7111182,59.0,0
Extssy Model,Mi Vida En Un Cigarro 2,Junior H,2022-11-02 00:00:00,"4,046",21.2,293017219,21333,6926082,74.0,0
Formula,Euphoria (Original Score from the HBO Series),Labrinth,2019-04-10 00:00:00,"4,034",21.2,836491531,114619,24572791,79.0,0
Suzume,         ,RADWIMPS,Unknown,"4,036",21.2,151179942,30909,4476490,63.0,0
Nada,Error 93,Cazzu,2019-03-06 00:00:00,"4,053",21.2,204337911,29832,6210430,65.0,1
Ashes,Ashes,Stellar,2020-03-05 00:00:00,"4,027",21.2,286057865,73783,7257676,67.0,1
Copa Vac ,Copa Vac  a - Si,Shakira,Unknown,"4,040",21.2,147537573,17322,17844679,63.0,0
"WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) - Remix","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",Jack Harlow,Unknown,"4,051",21.2,742255774,117293,24138527,62.0,1
Heyy,Heyy,Lil Baby,2022-10-10 00:00:00,"4,039",21.2,66617153,34503,4137767,51.0,1
Que Va,Que Va,Alex Sensation,2017-04-08 00:00:00,"4,029",21.2,398779586,38061,11538458,59.0,0
sonnenbank.mp3,sonnenbank.mp3,YAKARY,Unknown,"4,026",21.2,61127558,16750,2767597,0.0,1
Rampampam,Rampampam,Minelli,Unknown,"4,041",21.2,123191456,30942,3676550,57.0,0
WA DA DA,FIRST IMPACT,Kep1er,2022-03-01 00:00:00,"4,043",21.2,172657413,16436,4057129,54.0,0
Seven Nation Army,Elephant,The White Stripes,2003-01-01 00:00:00,"4,030",21.2,1657866786,206953,64036444,81.0,0
AHHH HA,AHHH HA,Lil Durk,Unknown,"4,024",21.2,104411097,51535,9471098,54.0,1
Do It Like That,Do It Like That,TOMORROW X TOGETHER,2023-07-07 00:00:00,"4,031",21.2,102643968,11419,7392399,59.0,0
Nakhrewali,Nakhrewali,Prashant Nakti,2024-04-03 00:00:00,"4,049",21.2,6740285,123,316142,0.0,0
BEBECITA,BEBECITA,Skolim,Unknown,"4,042",21.2,115283,17,9351,0.0,0
Enjoy Enjaami,Enjoy Enjaami,Dhee,2021-05-03 00:00:00,"4,054",21.2,44231951,7286,1484104,50.0,0
Bezos I,Inside (The Songs),Bo Burnham,2021-10-06 00:00:00,"4,050",21.2,225256279,53441,4357998,60.0,1
Where Have You Been,Talk That Talk (Explicit),Rihanna,2011-01-01 00:00:00,"4,028",21.2,699439249,120535,37264448,69.0,0
Pelle Coat,Pelle Coat,Lil Durk,Unknown,"4,055",21.2,25898720,17854,1809445,50.0,1
22,22,JayO,Unknown,"4,079",21.1,87001628,30898,12034538,62.0,1
No Love,Still Over It,Summer Walker,2021-05-11 00:00:00,"4,063",21.1,265040914,45783,18436392,69.0,1
Piensan,Piensan,Myke Towers,Unknown,"4,059",21.1,387094388,61560,9322479,70.0,1
Feels Like Summer,Summer Pack,Childish Gambino,2018-11-07 00:00:00,"4,071",21.1,315997441,104490,13875886,65.0,0
Fly Away,Fly Away,Tones And I,Unknown,"4,076",21.1,419557907,58857,14747928,64.0,0
Don't,Don't,Bryson Tiller,Unknown,"4,058",21.1,1281704427,1277,342709,37.0,0
Little Do You Know,Little Do You Know,Alex & Sierra,2014-01-01 00:00:00,"4,077",21.1,732651478,76941,29043662,65.0,0
Travesuras,Travesuras,Nicky Jam,Unknown,"4,078",21.1,308811426,35237,11639231,61.0,0
Mayor Que Usted,Mayor Que Usted - Single,NATTI NATASHA,Unknown,"4,068",21.1,120404381,17334,6356554,54.0,0
T  moignage (L,T  moignage (Live) - Si,Eunice Manyanga,Unknown,"4,067",21.1,740008,335,8055,34.0,0
ALCH SI,Alch Si,Carin Leon,Unknown,"4,061",21.1,125938742,6042,9378348,0.0,0
FARDOS,FARDOS,JC Reyes,Unknown,"4,072",21.1,52585215,5947,11632200,71.0,0
Martini,Martini,Dei V,Unknown,"4,073",21.1,19104053,2466,16540673,72.0,1
Favorite Song - Sped Up,Favorite Song (Versions) - Single,Toosii,Unknown,"4,066",21.1,11923405,2423,1259173,41.0,0
Out Of My Hands,WE STILL DON'T TRUST YOU,Future,2024-12-04 00:00:00,"4,062",21.1,19420471,5261,2177045,0.0,1
LOT OF ME,We Love You Tecca 2,Lil Tecca,Unknown,"4,069",21.1,318061543,75726,14866086,73.0,0
Someone Like You,538 Hitzone 58,Adele,2011-07-07 00:00:00,"4,080",21.1,0,39,10847,0.0,0
Mil Veces,Mil Veces,Anitta,Unknown,"4,070",21.1,58594676,4863,7797990,0.0,0
Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui),Yaar Ka Sataya Hua Hai,B Praak,2023-03-07 00:00:00,"4,060",21.1,45306335,1868,1204901,54.0,0
Members Only (feat. PARTYNEXTDOOR),For All The Dogs,Drake,2023-06-10 00:00:00,"4,075",21.1,64168685,21270,4593922,0.0,1
King's Dead (with Kendrick Lamar & Future),King''s Dead (with Kendrick Lamar & Future),Jay Rock,2018-12-01 00:00:00,"4,081",21.1,597167984,106817,22130665,65.0,1
Aashiq Awaara (feat. Sunidhi Chauhan),ONE (Original Never Ends),Badshah,Unknown,"4,056",21.1,2574126,400,134449,27.0,0
Off The Record,Off The Record,IVE,2023-06-10 00:00:00,"4,064",21.1,58048453,6562,1953126,0.0,0
BABY SAID,RUSH!,M  ne,Unknown,"4,057",21.1,166942258,24993,16530205,71.0,0
Gangstas,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-03-07 00:00:00,"4,065",21.1,234889039,106769,6840214,62.0,1
Too Good,Views,Drake,Unknown,"4,074",21.1,1052473730,126251,30938220,68.0,1
Alone,Alone,Rod Wave,2022-09-08 00:00:00,"4,098",21.0,64562541,14704,1868777,55.0,1
Veggie Dance - Remix,Veggie Dance (Remix) - Single,Gracie's Corner,Unknown,"4,091",21.0,173242,19,378669,0.0,0
One Up,One Up,Central Cee,Unknown,"4,101",21.0,130784398,51124,9618606,62.0,0
idfc,Idfc,blackbear,Unknown,"4,117",21.0,703008289,107737,27795750,65.0,1
Revisando El Celu,Revisando El Celu,HCTM,2022-03-08 00:00:00,"4,093",21.0,8761,12,1508,0.0,0
"Not Ramaiya Vastavaiya (From ""Jawan"")","Not Ramaiya Vastavaiya (From ""Jawan"")",Anirudh Ravichander,Unknown,"4,085",21.0,46879854,2866,999328,0.0,0
"Are You Going to See the Rose in the Vase, or the Dust on the Table","Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,Unknown,"4,116",21.0,28870396,4298,15228224,78.0,1
Only Girl (In The World),Loud (Japan Version),Rihanna,2010-01-01 00:00:00,"4,090",21.0,1085436198,192284,82258717,78.0,0
OTW,OTW,Khalid,Unknown,"4,087",21.0,623201391,89059,15406560,63.0,1
Who Needs Love,Who Needs Love,Trippie Redd,Unknown,"4,107",21.0,238027193,60128,8306828,4.0,1
We Laugh And Clap At The Circus,Crash Recoil,Surgeon,Unknown,"4,115",21.0,37199,138,30013,11.0,0
Hit Different,Hit Different,SZA,2020-04-09 00:00:00,"4,097",21.0,254979267,50550,13267378,63.0,1
Como En Los Viejos Tiempos,Como En Los Viejos Tiempos - Single,Eden Mu  ,Unknown,"4,088",21.0,37831332,2880,3850183,0.0,0
Baby Car,                             ,Bebefinn,Unknown,"4,110",21.0,0,3,29,0.0,0
Rubicon Drill,Forever - EP,Laddi Chahal,Unknown,"4,082",21.0,152564352,10841,5578293,65.0,0
Un Cigarrillo,Un Cigarrillo,Chencho Corleone,2023-04-05 00:00:00,"4,109",21.0,113402349,14752,9813030,66.0,0
Nh    Ng     i Hay Nh  ,Nh    Ng     i Hay Nh  ,Chau Dang Khoa,Unknown,"4,096",21.0,30269,40,6367,0.0,0
Birthday Sex,Jeremih (Edited Version),Jeremih,2009-01-01 00:00:00,"4,099",21.0,481414844,93752,22844956,65.0,0
Paradise,Paradise,Sophie and the Giants,Unknown,"4,112",21.0,31823450,7077,7832473,60.0,0
Los Patitos,Grandes Cl  sicos Infantiles (Vol,El Reino Infantil,Unknown,"4,086",21.0,3415634,316,287926,34.0,0
Te Ire A Buscar,Te Ire a Buscar,Santa Fe Klan,Unknown,"4,106",21.0,305231016,27465,4259174,66.0,0
DORA,DORA - Single,FARIANA,Unknown,"4,100",21.0,11328011,1389,3210604,64.0,1
Better Place (From TROLLS Band Together),Better Place (From TROLLS Band Together),*NSYNC,Unknown,"4,095",21.0,69041864,10118,7035846,0.0,0
Spicy Margarita,Spicy Margarita,Jason Derulo,Unknown,"4,118",21.0,37640497,4937,3578804,4.0,0
Cry,Cry,Cigarettes After Sex,Unknown,"4,105",21.0,499764238,79594,30626148,78.0,0
Tequila,Tequila,Dan + Shay,2018-10-01 00:00:00,"4,092",21.0,601987422,52580,11498486,65.0,0
Energy,Energy,Digga D,2023-09-03 00:00:00,"4,113",21.0,43078993,31275,2195709,52.0,1
Rockstar (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,2020-02-10 00:00:00,"4,084",21.0,537623170,4310,1312897,66.0,0
Amorfoda,Amorfoda,Bad Bunny,Unknown,"4,111",21.0,3397421,1410,314487,0.0,0
            ,            ,Omoinotake,Unknown,"4,114",21.0,46082088,1755,5204396,72.0,0
Polaroid Love,DIMENSION : ANSWER,ENHYPEN,2022-10-01 00:00:00,"4,102",21.0,283455095,30103,7031163,68.0,0
HONEY (ARE U COMING?),RUSH!,M  ne,Unknown,"4,083",21.0,119853822,19565,11856255,0.0,0
What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,Unknown,"4,104",21.0,505295731,47908,25022588,64.0,0
Gyal You a Party Animal - Sped Up,Gyal You a Party Animal (Sped Up) - Single,Charly Black,Unknown,"4,089",21.0,36044532,9007,1425539,51.0,0
Do It Again,Do It Again,Pia Mia,2015-04-05 00:00:00,"4,094",21.0,520407542,64298,14431993,66.0,1
Di Mochkila,Di Mochkila,Oualid,2024-05-01 00:00:00,"4,103",21.0,7506086,2054,1830094,0.0,0
Lemon,Lemon,Kenshi Yonezu,Unknown,"4,108",21.0,194955459,27767,4609513,63.0,0
Margiela,Margiela,Ezhel,Unknown,"4,135",20.9,66553836,11570,1999209,0.0,1
Me and My Brother,Me and My Brother,5ive,2019-12-07 00:00:00,"4,131",20.9,111894875,36302,1840798,59.0,1
How To Love,Tha Carter IV (Deluxe),Lil Wayne,2011-01-01 00:00:00,"4,130",20.9,302419750,54906,12043337,61.0,0
A Tu Manera,A Tu Manera,Junior H,Unknown,"4,138",20.9,60248282,3109,4140595,0.0,0
SNEAKERS,CHECKMATE,ITZY,Unknown,"4,128",20.9,95952617,10516,3921848,56.0,0
FLECHAZO EN EL CENTRO,TU DUO FAVORITO,YSY A,2023-06-09 00:00:00,"4,142",20.9,116625807,13718,8793008,72.0,0
LET THE WORLD BURN,LET THE WORLD BURN,Chris Grey,2024-08-03 00:00:00,"4,136",20.9,35384383,3522,9365423,74.0,1
Solar Eclipse,Solar Eclipse,YoungBoy Never Broke Again,2018-11-01 00:00:00,"4,134",20.9,99037719,22065,2853491,55.0,1
Before You Go - Guitar Acoustic,Before You Go EP,Lewis Capaldi,Unknown,"4,120",20.9,52223414,4281,4580882,55.0,0
ASAP,NewJeans 2nd EP 'Get Up',NewJeans,Unknown,"4,133",20.9,112730335,14089,1750375,67.0,0
No Switch,Colors (Deluxe),YoungBoy Never Broke Again,Unknown,"4,119",20.9,53849840,27244,2184520,60.0,1
How Did It End?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,Unknown,"4,140",20.9,72634553,2185,14312275,0.0,0
Vivencias,Vivencias - Single,Kayz66,2024-07-06 00:00:00,"4,121",20.9,11495032,4,2765,0.0,1
Rude Boy (Superbowl Klean),Rude Boy (Superbowl Klean) - Single,DJ San,Unknown,"4,127",20.9,121283,195,9168,0.0,1
Heatin Up (feat. Gunna),My Turn,Lil Baby,Unknown,"4,122",20.9,198573138,71523,11208233,61.0,1
Sleazy Flow (with Lil Baby) - Remix,Sleazy Flow (Remix),SleazyWorld Go,Unknown,"4,129",20.9,127742133,48520,14617698,58.0,1
Run BTS,Proof,BTS,2022-10-06 00:00:00,"4,132",20.9,439395056,23010,21676194,71.0,0
Never Sleep (feat. Lil Baby),Never Sleep,NAV,Unknown,"4,123",20.9,130902100,56267,17813781,56.0,1
I   m Ju,Barbie The Album,Ryan Gosling,Unknown,"4,124",20.9,126219979,18525,2916952,60.0,0
Sugardaddy,Sugardaddy - Single,Roxy Dekker,2024-04-04 00:00:00,"4,141",20.9,33677357,4771,7366163,73.0,0
Wild Thoughts (feat. Rihanna & Bryson Tiller),"P. Advisory, part 1",DJ Khaled,Unknown,"4,139",20.9,0,0,0,0.0,0
In Your Eyes (feat. Alida),In Your Eyes (feat. Alida),Robin Schulz,2020-10-01 00:00:00,"4,126",20.9,335496248,59904,11559966,56.0,0
Save Me (with Lainey Wilson),Save Me (with Lainey Wilson),Jelly Roll,2023-11-05 00:00:00,"4,125",20.9,95946720,13156,15537858,6.0,0
ROLLIN N CONTROLLIN FREESTYLE,Woo Shit,DUSTY LOCANE,2020-06-08 00:00:00,"4,137",20.9,153213678,70131,7126412,53.0,1
GO (feat. Juice WRLD),GO (feat. Juice WRLD),The Kid LAROI,2020-12-06 00:00:00,"4,146",20.8,488253341,108963,14479778,63.0,1
Backyard Boy,BeVerly Hills BoYfRiEnd,Claire Rosinkranz,Unknown,"4,168",20.8,271235105,63488,12356624,60.0,0
Bohemian Rhapsody,Absolute Greatest,Queen,Unknown,"4,147",20.8,2486908570,264,18456,0.0,0
Back It up and Dump It (Dump Truck),Back It Up and Dump It (Dump Truck),GC Eternal,2013-09-07 00:00:00,"4,169",20.8,10019831,3056,2201159,55.0,0
"Salamin, Salamin",Talaarawan - EP,BINI,2024-08-03 00:00:00,"4,156",20.8,58823260,1070,13784216,78.0,0
Skyfall - Full Length,Skyfall,Adele,2012-04-10 00:00:00,"4,159",20.8,694094195,116469,65565928,78.0,0
Beautiful Girls,Groove So Much !,Sean Kingston,1998-03-04 00:00:00,"4,155",20.8,178339925,189706,77373837,72.0,0
Saawariya,Saawariya,Aastha Gill,2021-08-10 00:00:00,"4,153",20.8,28805237,1873,836098,45.0,0
Mon amour,Mon amour,Slimane,2023-08-11 00:00:00,"4,157",20.8,53969524,4597,8850447,63.0,0
                       ,                       ,                           ,Unknown,"4,151",20.8,21970517,11053,436364,45.0,0
                        (              ),                        (              ),5   ,2023-02-06 00:00:00,"4,162",20.8,7375613,3903,471206,54.0,0
Fly high to cloud nine,Fly high to cloud nine,Terry Flow,2022-12-09 00:00:00,"4,165",20.8,752826,6,15634,13.0,1
Rainfall,Rainfall,Tom Santa,Unknown,"4,167",20.8,164856432,76735,44649643,70.0,0
Por el Resto de Tu Vida,Por el Resto de Tu Vida,Christian Nodal,Unknown,"4,150",20.8,199953495,13323,14658527,70.0,0
Earth,Earth,Lil Dicky,Unknown,"4,152",20.8,211158013,32331,3138494,54.0,1
23 Preguntas,23 Preguntas - Single,Anuel AA,Unknown,"4,158",20.8,154250706,31969,7964623,66.0,1
Souk,Souk,Samara,2024-06-05 00:00:00,"4,145",20.8,1477559,107,794717,0.0,1
Mi Gata,Mi Gata - Single,Standly,2021-11-11 00:00:00,"4,154",20.8,141747648,34061,3059194,57.0,0
Chillax,Visionary,Farruko,Unknown,"4,148",20.8,366268077,40643,11704627,63.0,0
ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,DJ Tao,Unknown,"4,161",20.8,64143264,8734,11153394,68.0,0
Bilmem Mi?,Bilmem Mi?,Sefo,2021-09-07 00:00:00,"4,144",20.8,146709792,28310,3244623,41.0,0
Tattoo - Remix with Camilo,Tattoo (Remix),Rauw Alejandro,2020-09-07 00:00:00,"4,160",20.8,623875921,59902,22906497,66.0,0
Ready For Love,BORN PINK,BLACKPINK,Unknown,"4,163",20.8,115237552,9312,6682567,55.0,0
Tombstone,Tombstone,Rod Wave,Unknown,"4,164",20.8,137924605,30692,2764081,62.0,1
From the Start,From the Start,Good Kid,2023-10-11 00:00:00,"4,143",20.8,55080421,11926,3221528,71.0,0
Pyramide,Pyramide,Werenoi,Unknown,"4,166",20.8,38079739,4948,4742178,66.0,1
                               ,                               ,Galibri & Mavik,Unknown,"4,149",20.8,25149668,13174,603919,48.0,0
